NAME,TYPE,SLOT,CLASS,RACE,MATERIAL,SIZE,WEIGHT,VALUE,RENT,ML,ABILITIES,FLAGS,SPELL_NAME,SPELL_LVL,SPELL_REMAIN_CHG,SPELL_MAX_CHG,AP_APPLY,CUSTOM,BINDING,SOCKET_REMAIN,SOCKET_DICE1,SOCKET_DICE2,SOCKET_AC,SOCKET_PROF,ENCHANT_RENT_ADD,ENCHANT_AC_ADD,ENCHANT_DICE1_ADD,ENCHANT_DICE2_ADD,ENCHANT_SOCKETS_USED,DAM_TYPE,DAM_DICE,DAM_AVG,REQ_WEAP_SKILL,AFFECT,PROF_MOD,CAST,MOB,ZONE,ORIG_RAW
"a Double-bladed Battle Axe",WEAPON,WIELD,FIGHTER PALADIN ANTIPALADIN MONK SAMURAI RANGER,NONE,iron,large,16,51607,7525,10,NONE,TWO_HANDED_WPN UNIQUE UNBREAKABLE EVIL_FLAGGED,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,8D2,12.0,slash attack,2DAMROLL 2STR,,,"The goblin soldier, The goblin guard","Goblin Caves","Object 'a Double-bladed Battle Axe', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: FIGHTER PALADIN ANTIPALADIN MONK SAMURAI RANGER 
Race restrictions: NONE 
Object Material: iron
Size: large
Weight: 16, Value: 51607, Rent: 7525, Min Level: 10
Item will give you following abilities:  NONE 
Item is: TWO_HANDED_WPN UNIQUE UNBREAKABLE EVIL_FLAGGED 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '8D2', Average Damage 12.0.
Requires Weapon Skill: slash attack
Can affect you as:
   STR By 2
   DAMROLL By 2"
"a rusty iron shield",ARMOR,SHIELD,NONE,NONE,iron,special,20,3500,650,0,NONE,UNBREAKABLE,,,,,7,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,,,,"The goblin soldier","Goblin Caves","Object 'a rusty iron shield', Item type: ARMOR
Can be worn on: TAKE SHIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: iron
Size: special
Weight: 20, Value: 3500, Rent: 650, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
AP-apply is 7
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING"
"a Goblin Blade",WEAPON,WIELD,NONE,NONE,iron,normal,7,3610,300,5,NONE,UNBREAKABLE MAIN_HAND_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,2D8,9.0,slash attack,2DAMROLL,,,"The goblin soldier","Goblin Caves","Object 'a Goblin Blade', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: iron
Size: normal
Weight: 7, Value: 3610, Rent: 300, Min Level: 5
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE MAIN_HAND_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '2D8', Average Damage 9.0.
Requires Weapon Skill: slash attack
Can affect you as:
   DAMROLL By 2"
"a Two-handed Goblin Blade",WEAPON,WIELD,NONE,NONE,iron,large,14,14744,850,5,NONE,TWO_HANDED_WPN UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,5D4,12.5,slash attack,,,,"The goblin soldier","Goblin Caves","Object 'a Two-handed Goblin Blade', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: iron
Size: large
Weight: 14, Value: 14744, Rent: 850, Min Level: 5
Item will give you following abilities:  NONE 
Item is: TWO_HANDED_WPN UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '5D4', Average Damage 12.5.
Requires Weapon Skill: slash attack"
"A muddy fin",ARMOR,ABOUT,NONE,NONE,unknown,special,0,0,0,5,WATERWALK,UNBREAKABLE,,,,,2,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2DEX,,,"","","Object 'A muddy fin', Item type: ARMOR
Can be worn on: TAKE ABOUT 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 5
Item will give you following abilities:  WATERWALK 
Item is: UNBREAKABLE 
AP-apply is 2
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DEX By 2"
"an elven shortbow",WEAPON,WIELD,NONE,NONE,wood,special,5,20000,5000,0,NONE,UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,pierce,3D4,7.5,special attack,3DAMROLL -3HITROLL,,,"Elladan","Imladris","Object 'an elven shortbow', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: wood
Size: special
Weight: 5, Value: 20000, Rent: 5000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: pierce,  Damage Dice: '3D4', Average Damage 7.5.
Requires Weapon Skill: special attack
Can affect you as:
   HITROLL By -3
   DAMROLL By 3"
"a Fragile Elm Branch",WORN,HOLD,MAGIC_USER NECROMANCER WARLOCK,NONE,wood,special,7,28600,4000,10,NONE,UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,25MAXMANA 3SAVING_SPELL,,,"The elf sorceress","Goblin Caves","Object 'a Fragile Elm Branch', Item type: WORN
Can be worn on: TAKE HOLD 
Class restrictions: MAGIC_USER NECROMANCER WARLOCK 
Race restrictions: NONE 
Object Material: wood
Size: special
Weight: 7, Value: 28600, Rent: 4000, Min Level: 10
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MAXMANA By 25
   SAVING_SPELL By 3"
"a Light Crossbow",WEAPON,WIELD,NONE,NONE,wood,special,12,15610,900,5,NONE,TWO_HANDED_WPN UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,pierce,3D8,13.5,special attack,1DAMROLL 3HITROLL,,,"The slavemaster","Goblin Caves","Object 'a Light Crossbow', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: wood
Size: special
Weight: 12, Value: 15610, Rent: 900, Min Level: 5
Item will give you following abilities:  NONE 
Item is: TWO_HANDED_WPN UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: pierce,  Damage Dice: '3D8', Average Damage 13.5.
Requires Weapon Skill: special attack
Can affect you as:
   HITROLL By 3
   DAMROLL By 1"
"a Scroll of Earthquake",SCROLL,HOLD,NONE,NONE,paper,special,4,4575,750,0,NONE,MAGIC UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,lvl(earthquake),"The Great Goblin","Goblin Caves","Object 'a Scroll of Earthquake', Item type: SCROLL
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: paper
Size: special
Weight: 4, Value: 4575, Rent: 750, Min Level: 0
Item will give you following abilities:  NONE 
Item is: MAGIC UNBREAKABLE 
Casts the following spells at level 7:
   earthquake"
"an overflowing Vial",POTION,,NONE,NONE,unknown,special,0,0,0,0,NONE,GLOW !DONATE UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,lvl(protection from evil/dispel evil),"The alchemist","Goblin Caves","Object 'an overflowing Vial', Item type: POTION
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: GLOW !DONATE UNBREAKABLE 
Casts the following spells at level 12:
   protection from evil
   dispel evil"
"a smoking potion",POTION,,NONE,NONE,unknown,special,0,0,0,0,NONE,GLOW !DONATE UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,1AGE,,lvl(armor/bless/cure light),"The alchemist","Goblin Caves","Object 'a smoking potion', Item type: POTION
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: GLOW !DONATE UNBREAKABLE 
Casts the following spells at level 6:
   armor
   bless
   cure light
Can affect you as:
   AGE By 1"
"a bloody hide",ARMOR,ABOUT,NONE,NONE,leather,special,8,7950,7950,20,PROTECTION_EVIL,UNIQUE UNBREAKABLE,,,,,10,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-3CHA 6HEAL_BONUS 30MAXMANA,,,"A soothsayer","Bonne Terre","Object 'a bloody hide', Item type: ARMOR
Can be worn on: TAKE ABOUT 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: leather
Size: special
Weight: 8, Value: 7950, Rent: 7950, Min Level: 20
Item will give you following abilities:  PROTECTION_EVIL 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 10
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   CHA By -3
   MAXMANA By 30
   HEAL_BONUS By 6"
"Nighthawk's Cowl",ARMOR,HEAD,NONE,NONE,unknown,special,7,60105,9009,25,BAT_SONAR,UNIQUE UNBREAKABLE NEUTRAL_FLAGGED,,,,,10,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL 2INT 5RESIST_POIS,,,"The Ranger Commander","Sylvan Jungle","Object 'Nighthawk's Cowl', Item type: ARMOR
Can be worn on: TAKE HEAD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 7, Value: 60105, Rent: 9009, Min Level: 25
Item will give you following abilities:  BAT_SONAR 
Item is: UNIQUE UNBREAKABLE NEUTRAL_FLAGGED 
AP-apply is 10
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 1
   INT By 2
   RESIST_POIS By 5"
"the Bangor Hunter's bow",WEAPON,WIELD,RANGER,NONE,wood,normal,16,65000,6500,25,NONE,MAGIC ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,pierce,3D13,21.0,special attack,1CON 2DAMROLL,,,"The Bangor Hunter","Caves of Fire","Object 'the Bangor Hunter's bow', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: RANGER 
Race restrictions: NONE 
Object Material: wood
Size: normal
Weight: 16, Value: 65000, Rent: 6500, Min Level: 25
Item will give you following abilities:  NONE 
Item is: MAGIC ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: pierce,  Damage Dice: '3D13', Average Damage 21.0.
Requires Weapon Skill: special attack
Can affect you as:
   CON By 1
   DAMROLL By 2"
"a pair of woodland boots",ARMOR,FEET,THIEF BARD RANGER BERSERKER,NONE,leather,normal,4,20400,1800,5,NONE,UNIQUE UNBREAKABLE,,,,,4,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DEX 1HITROLL 10MAXMOVE,,,"The Bangor Hunter","Caves of Fire","Object 'a pair of woodland boots', Item type: ARMOR
Can be worn on: TAKE FEET 
Class restrictions: THIEF BARD RANGER BERSERKER 
Race restrictions: NONE 
Object Material: leather
Size: normal
Weight: 4, Value: 20400, Rent: 1800, Min Level: 5
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 4
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HITROLL By 1
   MAXMOVE By 10
   DEX By 1"
"a worn leather vest",ARMOR,BODY,RANGER,NONE,leather,normal,12,36700,3580,20,NONE,UNIQUE UNBREAKABLE,,,,,8,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-1CHA 2DAMROLL 2DEX,,,"The Bangor Hunter","Caves of Fire","Object 'a worn leather vest', Item type: ARMOR
Can be worn on: TAKE BODY 
Class restrictions: RANGER 
Race restrictions: NONE 
Object Material: leather
Size: normal
Weight: 12, Value: 36700, Rent: 3580, Min Level: 20
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 8
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DEX By 2
   DAMROLL By 2
   CHA By -1"
"a well-oiled mahogany bracelet",ARMOR,WRIST,BARD MONK RANGER DRUID,NONE,wood,normal,2,52000,5160,15,NONE,UNIQUE UNBREAKABLE,,,,,8,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1CON 2DAMROLL,,,"Kells","Midgaard","Object 'a well-oiled mahogany bracelet', Item type: ARMOR
Can be worn on: TAKE WRIST 
Class restrictions: BARD MONK RANGER DRUID 
Race restrictions: NONE 
Object Material: wood
Size: normal
Weight: 2, Value: 52000, Rent: 5160, Min Level: 15
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 8
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   CON By 1
   DAMROLL By 2"
"a wooden cross",ARMOR,NECK HOLD,NONE,NONE,wood,normal,1,2480,2480,5,NONE,UNIQUE UNBREAKABLE GOOD_FLAGGED,,,,,4,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,15AGE 1INT 1WIS,,,"","","Object 'a wooden cross', Item type: ARMOR
Can be worn on: TAKE NECK HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: wood
Size: normal
Weight: 1, Value: 2480, Rent: 2480, Min Level: 5
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE GOOD_FLAGGED 
AP-apply is 4
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   INT By 1
   WIS By 1
   AGE By 15"
"a carved ivory ring",ARMOR,FINGER,NONE,NONE,ivory,normal,1,24100,2400,5,NONE,ANTI_EVIL UNIQUE UNBREAKABLE,,,,,9,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL 1HITROLL,,,"The Bangor Hunter","Caves of Fire","Object 'a carved ivory ring', Item type: ARMOR
Can be worn on: TAKE FINGER 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: ivory
Size: normal
Weight: 1, Value: 24100, Rent: 2400, Min Level: 5
Item will give you following abilities:  NONE 
Item is: ANTI_EVIL UNIQUE UNBREAKABLE 
AP-apply is 9
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 1
   HITROLL By 1"
"a raptor talon",TREASURE,,NONE,NONE,bone,special,7,40000,4000,0,NONE,UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,,"A young raptor broodling, A large cave raptor","Sylvan Jungle","Object 'a raptor talon', Item type: TREASURE
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: bone
Size: special
Weight: 7, Value: 40000, Rent: 4000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE "
"a raptor tooth",TREASURE,,NONE,NONE,bone,special,4,40000,4000,0,NONE,UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,,"A young raptor broodling, A large cave raptor","Sylvan Jungle","Object 'a raptor tooth', Item type: TREASURE
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: bone
Size: special
Weight: 4, Value: 40000, Rent: 4000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE "
"a green-tipped dagger",WEAPON,WIELD HOLD,THIEF RANGER DRUID,NONE,steel,special,9,80000,20000,10,NONE,UNIQUE UNBREAKABLE HOLDABLE_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,pierce,5D4,12.5,pierce attack,2DEX 3HITROLL 6POIS_DMG,,,"Ayla Sephoria","Sylvan Jungle","Object 'a green-tipped dagger', Item type: WEAPON
Can be worn on: TAKE WIELD HOLD 
Class restrictions: THIEF RANGER DRUID 
Race restrictions: NONE 
Object Material: steel
Size: special
Weight: 9, Value: 80000, Rent: 20000, Min Level: 10
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE HOLDABLE_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: pierce,  Damage Dice: '5D4', Average Damage 12.5.
Requires Weapon Skill: pierce attack
Can affect you as:
   DEX By 2
   HITROLL By 3
   POIS_DMG By 6"
"the Bow of the Huntress",WEAPON,WIELD,RANGER,NONE,wood,special,24,160000,40000,20,NONE,ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,pierce,8D5,24.0,special attack,3DAMROLL 3INT 6MANA_GAIN 2WIS,,,"Ayla Sephoria","Sylvan Jungle","Object 'the Bow of the Huntress', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: RANGER 
Race restrictions: NONE 
Object Material: wood
Size: special
Weight: 24, Value: 160000, Rent: 40000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: ANTI_EVIL TWO_HANDED_WPN UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: pierce,  Damage Dice: '8D5', Average Damage 24.0.
Requires Weapon Skill: special attack
Can affect you as:
   INT By 3
   DAMROLL By 3
   MANA_GAIN By 6
   WIS By 2"
"A shimmering translucent orb",UNDEFINED,,NONE,NONE,unknown,special,0,0,0,0,NONE,UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,,"","","Object 'A shimmering translucent orb', Item type: UNDEFINED
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE "
"a large ivory tusk",TREASURE,,NONE,NONE,ivory,special,30,70000,6000,0,NONE,UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,,"An elephant","Sylvan Jungle","Object 'a large ivory tusk', Item type: TREASURE
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: ivory
Size: special
Weight: 30, Value: 70000, Rent: 6000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE "
"a large zakarashi poison vial",POISON,HOLD,NONE,NONE,glass,special,0,30000,10000,30,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,"A Shinobi Assassin","Forbidden Empire","Object 'a large zakarashi poison vial', Item type: POISON
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 0, Value: 30000, Rent: 10000, Min Level: 30
Item will give you following abilities:  NONE 
Item is: NONE "
"enchanted infernal flamberge",WEAPON,WIELD,NONE,NONE,infernal steel,special,32,15,2000,0,NONE,!DONATE ANTI_GOOD ANTI_NEUTRAL !SELL TWO_HANDED_WPN UNBREAKABLE EVIL_FLAGGED QUEST_ITEM PC_USE_ONLY,,,,,,CUSTOMIZABLE,BIND_ON_EQUIP,,,,,,,,,,,slash,5D4,12.5,slash attack,-1DAMROLL 20MAXHIT 25RESIST_DIVN,,,random,random,"Object 'enchanted infernal flamberge', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: infernal steel
Size: special
Weight: 32, Value: 15, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE ANTI_GOOD ANTI_NEUTRAL !SELL TWO_HANDED_WPN UNBREAKABLE EVIL_FLAGGED QUEST_ITEM PC_USE_ONLY 
Customizations: CUSTOMIZABLE
Bindings: BIND_ON_EQUIP
Damage Type: slash,  Damage Dice: '5D4', Average Damage 12.5.
Requires Weapon Skill: slash attack
   MAXHIT By 20
   RESIST_DIVN By 25
   DAMROLL By -1"
"enchanted infernal flamberge",WEAPON,WIELD,NONE,NONE,infernal steel,special,32,15,2000,0,NONE,!DONATE ANTI_GOOD ANTI_NEUTRAL !SELL TWO_HANDED_WPN UNBREAKABLE EVIL_FLAGGED QUEST_ITEM PC_USE_ONLY,,,,,,CUSTOMIZABLE,BIND_ON_EQUIP,4,1,1,,1,,,,,,slash,5D4,12.5,slash attack,-1DAMROLL 20MAXHIT 25RESIST_DIVN,,,random,random,"Object 'enchanted infernal flamberge', Item type: WEAPON
Can be worn on: TAKE WIELD
Class restrictions: NONE
Race restrictions: NONE
Object Material: infernal steel
Size: special
Weight: 32, Value: 15, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE
Item is: !DONATE ANTI_GOOD ANTI_NEUTRAL !SELL TWO_HANDED_WPN UNBREAKABLE EVIL_FLAGGED QUEST_ITEM PC_USE_ONLY
Customizations: CUSTOMIZABLE
Bindings: BIND_ON_EQUIP
Remaining Enchants Available: 4
Dice 1 Sockets Remaining: 1, Dice 2 Sockets Remaining: 1
Proficiency Sockets Remaining: 1
Damage Type: slash,  Damage Dice: '5D4', Average Damage 12.5.
Requires Weapon Skill: slash attack
Contains the following affect powers upon enchanting:
   MAXHIT By 20
   RESIST_DIVN By 25
   DAMROLL By -1"
"two dungeon master one-sided dice",ENCHANT_MATERIAL,,NONE,NONE,silver,special,1,15,3000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,5000,0,2,1,2,,,,,,,,random,random,"Object 'two dungeon master one-sided dice', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE
Class restrictions: NONE
Race restrictions: NONE
Object Material: silver
Size: special
Weight: 1, Value: 15, Rent: 3000, Min Level: 0
Item will give you following abilities:  NONE
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM
Adds to Rent: 5000, Adds 0 to Natural Armor AC.
Adds 2 to Damage Dice 1, Adds 1 to Damage Dice 2.
Occupies 2 Sockets Upon Enchant."
"a dungeon master's golden dice set",ENCHANT_MATERIAL,,NONE,NONE,gold,special,1,25,3000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,5000,0,2,2,2,,,,,,,,random,random,"Object 'a dungeon master's golden dice set', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE
Class restrictions: NONE
Race restrictions: NONE
Object Material: gold
Size: special
Weight: 1, Value: 25, Rent: 3000, Min Level: 0
Item will give you following abilities:  NONE
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM
Adds to Rent: 5000, Adds 0 to Natural Armor AC.
Adds 2 to Damage Dice 1, Adds 2 to Damage Dice 2.
Occupies 2 Sockets Upon Enchant."
"the thain girth",ARMOR,WAIST,NONE,NONE,leather,small,2,4500,200,5,NONE,UNBREAKABLE,,,,,4,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1CON,,,"The Thain","Shire","Object 'the thain girth', Item type: ARMOR
Can be worn on: TAKE WAIST 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: leather
Size: small
Weight: 2, Value: 4500, Rent: 200, Min Level: 5
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
AP-apply is 4
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   CON By 1"
"a key to a burrow",KEY,HOLD,NONE,NONE,unknown,special,0,0,0,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,"The Thain","Shire","Object 'a key to a burrow', Item type: KEY
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: unknown
Size: special
Weight: 0, Value: 0, Rent: 0, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE "
"a tiny dagger",WEAPON,WIELD HOLD,NONE,NONE,iron,special,2,100,100,0,NONE,UNBREAKABLE HOLDABLE_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,pierce,2D4,5.0,pierce attack,1HITROLL,,,"A shiriff","Shire","Object 'a tiny dagger', Item type: WEAPON
Can be worn on: TAKE WIELD HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: iron
Size: special
Weight: 2, Value: 100, Rent: 100, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE HOLDABLE_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: pierce,  Damage Dice: '2D4', Average Damage 5.0.
Requires Weapon Skill: pierce attack
Can affect you as:
   HITROLL By 1"
"a small leather jacket",ARMOR,BODY,NONE,NONE,leather,special,3,200,120,0,NONE,UNBREAKABLE,,,,,4,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL,,,"A shiriff","Shire","Object 'a small leather jacket', Item type: ARMOR
Can be worn on: TAKE BODY 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: leather
Size: special
Weight: 3, Value: 200, Rent: 120, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
AP-apply is 4
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   DAMROLL By 1"
"a dirty robe",ARMOR,BODY,NONE,NONE,cotton,special,3,2300,200,0,NONE,UNBREAKABLE,,,,,4,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1CON 1WIS,,,"The Gaffer","Shire","Object 'a dirty robe', Item type: ARMOR
Can be worn on: TAKE BODY 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: cotton
Size: special
Weight: 3, Value: 2300, Rent: 200, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNBREAKABLE 
AP-apply is 4
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   WIS By 1
   CON By 1"
